index,start_time,end_time,original_telugu,transliteration,Actors
772,"00:28:36,405","00:28:37,576",ప్రేమలో మాట సాయం చేయరా,premalo maata saayam cheyaraa,
773,"00:28:37,976","00:28:38,306",అంతే,anthe,
774,"00:28:40,506","00:28:40,855",ఊ,oo,
775,"00:28:41,726","00:28:43,836",ఇల్లు బాగా గట్టిగానే తీశారు గురువు గారు రేయ్,illu baagaa gattigaane theeshaaru guruvu gaaru rey,
776,"00:28:44,385","00:28:45,526",నువ్వు కూడా నా గురించి గట్టిగా,nuvvu koodaa naa gurinchi gattigaa,
777,"00:28:46,705","00:28:47,055",తప్పకుండా,thappakundaa,
778,"00:28:48,205","00:28:48,586",గురువు గారు,guruvu gaaru,
779,"00:28:51,185","00:28:51,885",బాగున్నారా ఆంటీ,baagunnaaraa aantee,
780,"00:28:53,176","00:28:53,926",ఊహూ మీరు,oohoo meeru,
781,"00:28:53,976","00:28:55,535",ఉండగా మాకు లోటు ఏంటమ్మా పట్టు,undagaa maaku lotu yentammaa pattu,
782,"00:28:55,806","00:28:56,155",పట్టువా,pattuvaa,
783,"00:28:56,895","00:28:58,306",ఆంటీ అలాగే పిలుస్తారు రా,aantee alaage pilusthaaru raa,
784,"00:28:58,746","00:28:59,096",దా,dhaa,
785,"00:29:00,456","00:29:01,196",బాబు మా,baabu maa,
786,"00:29:01,246","00:29:04,735",cousin నా శిష్యుడు కూడా నమస్కారం ఆంటీ నమస్కార్ నమస్కారం ఉండండి,cousin naa shishyudu koodaa namaskaaram aantee namaskaar namaskaaram undandi,
787,"00:29:04,895","00:29:06,726",ఎండను పడి వచ్చినట్టు ఉన్నారు ఫ్రిడ్జ్ వాటర్ తెచ్చి ఇస్తా అలాగే,yendanu padi vachhinattu unnaaru phridj vaatar thechhi isthaa alaage,
788,"00:29:06,776","00:29:06,955",అలాగే,alaage,
789,"00:29:15,605","00:29:15,965",ఆ ఊ,aa oo,
790,"00:29:16,486","00:29:18,255",గురువు గారు ఆ ఈ సామాను,guruvu gaaru aa ee saamaanu,
791,"00:29:18,506","00:29:18,855",గట్రా,gatraa,
792,"00:29:19,425","00:29:20,506",మనం sponsor చేసినవే రా,manam sponsor chesinave raa,
793,"00:29:21,306","00:29:22,515",వీళ్ళు మిమ్మల్ని బాగా నాకేసినట్టు,veellu mimmalni baagaa naakesinattu,
794,"00:29:22,635","00:29:24,445",ఉన్నారు గురువు గారు నాకితే నాకేర్లే రా,unnaaru guruvu gaaru naakithe naakerle raa,
795,"00:29:25,026","00:29:26,105",success అయితే అదే happy,success ayithe adhe happy,
796,"00:29:27,226","00:29:28,655",ఈ మధ్య బాగా busy అయిపోయినట్టు,ee madhya baagaa busy ayipoyinattu,
797,"00:29:28,806","00:29:30,115",ఉన్నావ్ రావడం తగ్గించేసావ్,unnaav raavadam thagginchesaav,
798,"00:29:31,605","00:29:32,235",ఆ మరి,aa mari,
799,"00:29:32,526","00:29:33,355","six o'clock jogging,","six o'clock jogging,",
800,"00:29:33,605","00:29:34,435","seven o'clock gym,","seven o'clock gym,",
801,"00:29:34,605","00:29:37,796",eight o'clock yoga. మా గురువు గారు six pack కోసం try కదా ఇంక చాల్లే,eight o'clock yoga. maa guruvu gaaru six pack kosam try kadhaa inka chaalle,
802,"00:29:37,846","00:29:40,855",ఆపురా ఊరుకోండి గురువు గారు. అసలు మీరు ఇప్పడదాకా bachelor గా ఉన్నారంటే,aapuraa oorukondi guruvu gaaru. asalu meeru ippadadhaakaa bachelor gaa unnaarante,
803,"00:29:40,905","00:29:41,815",నాకే నమ్మకం కుదరట్లేదు,naake nammakam kudharatledhu,
804,"00:29:42,105","00:29:45,135",మనసుకు నచ్చిన అమ్మాయి దొరకాలి కదరా ఊ ఏమంటారా ఆంటీ అవునమ్మా,manasuku nachhina ammaayi dhorakaali kadharaa oo yemantaaraa aantee avunammaa,
805,"00:29:45,746","00:29:47,076",పాపం నీకు వయసు కూడా అయిపోతోంది,paapam neeku vayasu koodaa ayipothondhi,
806,"00:29:48,506","00:29:50,995",ఆ ఆ బలే వారండి మీరు మా గురువు గారికి వయసైపోవడమా,aa aa bale vaarandi meeru maa guruvu gaariki vayasaipovadamaa,
807,"00:29:51,405","00:29:51,844",ఛీ ఛీ,chee chee,
808,"00:29:51,986","00:29:54,696",మొన్నటికి మొన్న ఓ పెళ్లి జరిపిస్తూ ఉంటే ఆ పెళ్లి కూతురే మా గురువు,monnatiki monna o pelli jaripisthoo unte aa pelli koothure maa guruvu,
809,"00:29:54,746","00:29:55,895",గారితో లేచిపోడానికి ready అయిపోయింది.,gaaritho lechipodaaniki ready ayipoyindhi.,
810,"00:29:56,066","00:29:56,806",చెప్పరేమిటి గురువు గారు,chepparemiti guruvu gaaru,
811,"00:29:57,226","00:30:00,456",ఏం చెప్తాం రా ప్రతి పెళ్ళిలో common గా జరిగేదే కదా ఆంటీ కూడా వినే,yem chepthaam raa prathi pellilo common gaa jarigedhe kadhaa aantee koodaa vine,
812,"00:30:00,506","00:30:01,275",ఉంటారు వినలేదే,untaaru vinaledhe,
813,"00:30:03,176","00:30:03,806",చెప్పుకోవట్లేదేమో ఇంక,cheppukovatledhemo inka,
814,"00:30:03,905","00:30:05,515",లాగకండి తెగుద్ది నాకు అదే అనిపిస్తుంది.,laagakandi thegudhdhi naaku adhe anipisthundhi.,
815,"00:30:05,986","00:30:06,336",ఆంటీ,aantee,
816,"00:30:07,165","00:30:08,395",చందు ఎక్కడ ఇప్పుడే,chandhu yekkada ippude,
817,"00:30:08,846","00:30:10,775",తులసి పూజ చేసి మడి విప్పడానికి వెళ్ళింది.,thulasi pooja chesi madi vippadaaniki vellindhi.,
818,"00:30:10,986","00:30:11,405",చందు,chandhu,
819,"00:30:12,665","00:30:13,275",ఒరేయ్ చారి,orey chaari,
820,"00:30:14,526","00:30:15,986",చందు గురించి చెప్పడం కాదు గాని రా,chandhu gurinchi cheppadam kaadhu gaani raa,
821,"00:30:17,806","00:30:20,955",పరికిణీ చుట్టినట్టు ఉంటుంది రా మీరేమో పాడికి పంచ కట్టినట్టు ఉంటారు,parikinee chuttinattu untundhi raa meeremo paadiki pancha kattinattu untaaru,
822,"00:30:21,226","00:30:21,795",match అవద్దా,match avadhdhaa,
823,"00:30:25,376","00:30:26,105",పిల్లప్ వచ్చారు,pillap vachhaaru,
824,"00:30:27,746","00:30:28,026",అబ్బా,abbaa,
825,"00:30:29,096","00:30:29,696",ప్రతిసారి దీని,prathisaari dheeni,
826,"00:30:29,746","00:30:30,096",ఏంట్రా.,yentraa.,
827,"00:30:31,605","00:30:32,046",ఆంటీ,aantee,
828,"00:30:33,096","00:30:34,425",చందు వస్తోంది,chandhu vasthondhi,
829,"00:30:43,905","00:30:44,455",గురువు గారు,guruvu gaaru,
830,"00:30:44,675","00:30:45,375",ఊ తలెత్తదేంటి,oo thaleththadhenti,
831,"00:30:46,705","00:30:47,125",సిగ్గురా,sigguraa,
832,"00:30:48,066","00:30:48,615",నేను ఎత్తిస్తాగా,nenu yeththisthaagaa,
833,"00:30:49,806","00:30:50,155",చందు,chandhu,
834,"00:30:53,195","00:30:55,945",ఇదా? అదేంటిరా అది కాదు గురువుగారు మీతో urgent గా మాట్లాడాలి,idhaa? adhentiraa adhi kaadhu guruvugaaru meetho urgent gaa maatlaadaali,
835,"00:30:56,096","00:30:59,165",బయటికి రండి చెప్తా ఏంట్రా నీ నస నస లేదు పస లేదు నా మాట వినండి,bayatiki randi chepthaa yentraa nee nasa nasa ledhu pasa ledhu naa maata vinandi,
836,"00:30:59,215","00:30:59,565",బాబు,baabu,
837,"00:31:00,135","00:31:00,776",భట్టాచార్య గారు,bhattaachaarya gaaru,
838,"00:31:01,836","00:31:02,215",చందు,chandhu,
839,"00:31:03,016","00:31:04,645",నీకు ఎన్నిసార్లు చెప్పాను బట్టు అని పిలవమని,neeku yennisaarlu cheppaanu battu ani pilavamani,
840,"00:31:05,355","00:31:06,655",బట్టు సరే బట్టు,battu sare battu,
841,"00:31:07,236","00:31:08,685",మొన్న మీరు ఇచ్చిన two in one పాడైంది,monna meeru ichhina two in one paadaindhi,
842,"00:31:09,175","00:31:09,945",పొద్దున్నే సుప్రభాతం,podhdhunne suprabhaatham,
843,"00:31:10,135","00:31:10,485",విందామంటే,vindhaamante,
844,"00:31:10,976","00:31:11,326",సమస్యగా,samasyagaa,
845,"00:31:11,486","00:31:12,925",ఉంది అతన్ని కొంచెం పంపిస్తే,undhi athanni konchem pampisthe,
846,"00:31:13,336","00:31:16,186",explain చేస్తాను అంతే కదా అది two in one అయితే మా వాడు all in,explain chesthaanu anthe kadhaa adhi two in one ayithe maa vaadu all in,
847,"00:31:16,236","00:31:19,125",one చిటికెలో set చేస్తాడు వెళ్ళరా గురువు గారు నేను చెప్పాలనుకున్నది,one chitikelo set chesthaadu vellaraa guruvu gaaru nenu cheppaalanukunnadhi,
848,"00:31:19,395","00:31:20,326",కూడా two in one గురించేనండి,koodaa two in one gurinchenandi,
849,"00:31:20,695","00:31:22,265",ముందు చందు two in one గురించి ఆలోచించరా,mundhu chandhu two in one gurinchi aalochincharaa,
850,"00:31:22,536","00:31:23,385",పో అయ్యయ్యో,po ayyayyo,
851,"00:31:23,796","00:31:23,965",అమ్మా,ammaa,
852,"00:31:24,415","00:31:25,145",ఏమిటి అలా తోసేస్తున్నావ్,yemiti alaa thosesthunnaav,
853,"00:31:25,296","00:31:25,576",ఏమిటి,yemiti,
854,"00:31:26,155","00:31:27,685",ఏంట్రా నీ హడావిడి ఏమిటి రానా,yentraa nee hadaavidi yemiti raanaa,
855,"00:31:27,976","00:31:28,326",రానేరా,raaneraa,
856,"00:31:28,596","00:31:29,885",అదిగో ఇంకోసారి ఏంటి,adhigo inkosaari yenti,
857,"00:31:30,155","00:31:31,245",మీ గురువు గారికి నిజం చెప్పేస్తావా,mee guruvu gaariki nijam cheppesthaavaa,
858,"00:31:31,776","00:31:32,265",మరి చెప్పక,mari cheppaka,
859,"00:31:32,576","00:31:35,966",colour tv లు VCR lu two in one lu అంటూ మా గురువుగారిని శాంతం నాకేసాడు,colour tv lu VCR lu two in one lu antoo maa guruvugaarini shaantham naakesaadu,
860,"00:31:36,016","00:31:37,955",కదా చూస్తే ఎలా ఊరుకోను మరి ఆహా,kadhaa choosthe yelaa oorukonu mari aahaa,
861,"00:31:38,635","00:31:39,725",సరే వెళ్ళు చెప్పు,sare vellu cheppu,
862,"00:31:39,996","00:31:41,236",నేను కూడా చెప్తాను ఏం చెప్తారు,nenu koodaa chepthaanu yem chepthaaru,
863,"00:31:41,655","00:31:41,836",అదే,adhe,
864,"00:31:42,635","00:31:44,425",swimming pool లో నువ్వు నన్ను ఎక్కడెక్కడ పట్టుకున్నావో,swimming pool lo nuvvu nannu yekkadekkada pattukunnaavo,
865,"00:31:45,236","00:31:45,805",నా ఒంట్లో,naa ontlo,
866,"00:31:45,996","00:31:46,346",పుట్టుమచ్చలు,puttumachhalu,
867,"00:31:46,576","00:31:47,365",ఎక్కడెక్కడ వెతికావో,yekkadekkada vethikaavo,
868,"00:31:47,996","00:31:48,236",పదా,padhaa,
869,"00:31:48,736","00:31:50,955",వెళ్లి చెప్దాం ఇవన్నీ చెప్పావంటే మా గురువుగారికి ఉండే తపాకాయలా,velli chepdhaam ivannee cheppaavante maa guruvugaariki unde thapaakaayalaa,
870,"00:31:51,016","00:31:51,365",పేలిపోతుంది,pelipothundhi,
871,"00:31:51,675","00:31:52,025",కదా,kadhaa,
872,"00:31:52,644","00:31:52,994",అందుకే,andhuke,
873,"00:31:53,296","00:31:54,776",నువ్వు మూసుకు నేను మూసుకుంటా ఏమిటది,nuvvu moosuku nenu moosukuntaa yemitadhi,
874,"00:31:55,215","00:31:56,236",నోరు అయితే తెరవండి,noru ayithe theravandi,
875,"00:31:56,655","00:31:57,375",ఏమిటది దోరు,yemitadhi dhoru,
876,"00:31:57,776","00:31:58,975",ఏరా చారి పని అయిందా,yeraa chaari pani ayindhaa,
877,"00:31:59,455","00:32:01,785",ఇది మామూలు two in one కాదు గురువు గారు బాగా ఇబ్బంది పెట్టేసింది,idhi maamoolu two in one kaadhu guruvu gaaru baagaa ibbandhi pettesindhi,
878,"00:32:01,935","00:32:03,895",ఇబ్బంది పెడితే పెట్టిందిలే రా పని జరిగింది కదా,ibbandhi pedithe pettindhile raa pani jarigindhi kadhaa,
879,"00:32:04,596","00:32:07,205",చందు సాయంత్రం ready గా ఉండు బయటికి వెళ్దాం ఎక్కడికి,chandhu saayanthram ready gaa undu bayatiki veldhaam yekkadiki,
880,"00:32:12,776","00:32:14,455",రాను రాను అంటే బలవంత పెట్టి తీసుకొచ్చావు,raanu raanu ante balavantha petti theesukochhaavu,
881,"00:32:14,955","00:32:15,565",నాకు ఈ పబ్బులంటేనే,naaku ee pabbulantene,
882,"00:32:15,715","00:32:16,065",చిరాకు,chiraaku,
883,"00:32:16,256","00:32:19,395",public romance లో thrilling ఉంటుంది నర్సి నువ్వు నస పెట్టకు,public romance lo thrilling untundhi narsi nuvvu nasa pettaku,
884,"00:32:20,976","00:32:23,326",అబ్బా గురువు గారు అసలు ఈ పిల్లలతో మనకు అవసరమా అంటారా,abbaa guruvu gaaru asalu ee pillalatho manaku avasaramaa antaaraa,
